,Acidaminococcus,Acinetobacter,Actinomyces,Alistipes,Allisonella,Anaerovibrio,Bacillus,Bacteroides,Bifidobacterium,Butyricimonas,CAG-352,Campylobacter,Clostridia_UCG-014,Colidextribacter,Collinsella,Desulfovibrio,Dialister,Dorea,Enterococcus,Escherichia-Shigella,Faecalibacterium,Lachnospiraceae_NK3A20_group,Lachnospiraceae_UCG-004,Leptotrichia,Megasphaera,Methanobrevibacter,Mitsuokella,Moraxella,Muribaculaceae,NK4A214_group,Neisseria,Olsenella,Paenibacillus,Paludicola,Paraprevotella,Parasutterella,Parvimonas,Prevotella,Prevotellaceae_UCG-001,Prevotellaceae_UCG-003,Prevotellaceae_UCG-004,Prevotellaceae_YAB2003_group,Proteus,Pseudoramibacter,Pyramidobacter,Rikenellaceae_RC9_gut_group,Rothia,Saccharimonadaceae,Staphylococcus,Streptococcus,Syntrophococcus,Treponema,Turicibacter,Unclassified,Veillonella,Weissella,[Eubacterium]_coprostanoligenes_group,[Ruminococcus]_gauvreauii_group,uncultured
GoatKid01,0.44,0.01,0.06,0.01,0.02,0.03,0.04,0.3,0.19,0.01,0.19,0.07,2.97,0.02,0.03,0.1,1.11,0.04,0.08,0.41,0.01,3.64,0.02,0.03,1.51,1.32,0.33,0.01,4.49,0.01,0.03,9.44,0.08,0.01,0.03,0.01,0.01,59.19,0.13,0.03,0.17,0.84,0.18,0.03,0.37,0.01,0.07,0.01,0.02,0.03,0.28,0.01,0.01,11.21,0.04,0.03,0.07,0.13,0.05
