,0319-6G20,Abditibacterium,Absconditabacteriales_(SR1),Acetanaerobacterium,Acetitomaculum,Acetobacteroides,Acinetobacter,Actinobacillus,Actinomyces,Agathobacter,Agromyces,Akkermansia,Aliterella,Alkalibacter,Allisonella,Alloprevotella,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Alysiella,Amnipila,Anaerobiospirillum,Anaerofustis,Anaeroplasma,Anaerostipes,Anaerovibrio,Anaerovorax,Asteroleplasma,Atopobium,Bacillus,Bacteroidales_BS11_gut_group,Bacteroidales_RF16_group,Bacteroidales_UCG-001,Bacteroides,Bacteroidetes_BD2-2,Barnesiella,Bdellovibrio,Bergeyella,Bibersteinia,Blastocatellaceae,Blautia,Bosea,Bradymonadales,Brevundimonas,Buchnera,Buttiauxella,Butyrivibrio,CAG-352,COB_P4-1_termite_group,CPla-4_termite_group,Campylobacter,Candidatus_Methanomethylophilus,Candidatus_Saccharimonas,Candidatus_Soleaferrea,Candidatus_Xiphinematobacter,Capnocytophaga,Caproiciproducens,Catenisphaera,Caviibacter,Cetobacterium,Chloroplast,Christensenellaceae_R-7_group,Chryseobacterium,Clostridia_UCG-014,Clostridia_vadinBB60_group,Clostridioides,Clostridium_sensu_stricto_1,Colidextribacter,Coprococcus,Coriobacteriales,Corynebacterium,Cutibacterium,Cyanobium_PCC-6307,DEV114,DNF00809,Defluviicoccus,Defluviitaleaceae_UCG-011,Deinococcus,Denitrobacterium,Desulfobulbus,Desulfovibrio,Desulfuromonadaceae,Devosia,Dietzia,Dyadobacter,EMP-G18,Elusimicrobium,Endomicrobium,Enterorhabdus,Epulopiscium,Erysipelotrichaceae_UCG-002,Erysipelotrichaceae_UCG-008,Eubacterium,F0058,F082,FD2005,Faecalibacterium,Family_XIII_AD3011_group,Family_XIII_UCG-001,Fibrobacter,Filifactor,Flavobacterium,Flexilinea,Fretibacterium,Friedmanniella,Fusobacterium,GCA-900066575,Gastranaerophilales,Gemella,Gemmobacter,Gracilibacteria,Halocella,Helcococcus,Howardella,Hungateiclostridiaceae,Incertae_Sedis,Intestinimonas,Izemoplasmataceae,Izemoplasmatales,JGI_0000069-P22,Johnsonella,KD4-96,Kaistia,Kandleria,Kapabacteriales,Kiloniella,LD1-PB3,Lachnoanaerobaculum,Lachnobacterium,Lachnoclostridium,Lachnospira,Lachnospiraceae,Lachnospiraceae_AC2044_group,Lachnospiraceae_FCS020_group,Lachnospiraceae_FE2018_group,Lachnospiraceae_NC2004_group,Lachnospiraceae_ND3007_group,Lachnospiraceae_NK3A20_group,Lachnospiraceae_NK4A136_group,Lachnospiraceae_NK4B4_group,Lachnospiraceae_UCG-001,Lachnospiraceae_UCG-002,Lachnospiraceae_UCG-004,Lachnospiraceae_UCG-006,Lachnospiraceae_UCG-008,Lachnospiraceae_UCG-010,Lachnospiraceae_XPB1014_group,Lactobacillus,Leptotrichia,Lineage_IV,M2PT2-76_termite_group,MVP-15,Mailhella,Mannheimia,Marinilabilia,Marmoricola,Marvinbryantia,Megasphaera,Methanobrevibacter,Methanosphaera,Methylobacterium-Methylorubrum,Microlunatus,Micropruina,Mitochondria,Mogibacterium,Monoglobus,Moraxella,Mucilaginibacter,Mycobacterium,Mycoplasma,NED5E9,NK4A214_group,Neisseria,Neochlamydia,Nevskia,Nitrososphaeraceae,Oligoflexus,Olsenella,Oribacterium,Oscillibacter,Oscillospira,Oscillospiraceae,Oscillospirales,Paludisphaera,Pandoraea,Papillibacter,Paracoccus,Paraprevotella,Parvimonas,Pasteurellaceae,PeH15,Pedobacter,Peptostreptococcus,Peredibacter,Pir4_lineage,Pirellula,Pla4_lineage,Pontibacter,Porphyromonas,Prevotella,Prevotellaceae,Prevotellaceae_Ga6A1_group,Prevotellaceae_NK3B31_group,Prevotellaceae_UCG-001,Prevotellaceae_UCG-003,Prevotellaceae_UCG-004,Prevotellaceae_YAB2003_group,Propionibacterium,Prosthecobacter,Pseudobutyrivibrio,Pseudomonas,Pseudoramibacter,Psychrobacter,Pyramidobacter,Quinella,RBG-13-54-9,RF39,Raoultibacter,Reyranella,Rhodococcus,Rhodopseudomonas,Rickettsiella,Rikenellaceae_RC9_gut_group,Romboutsia,Roseburia,Rs-M47,Ruminiclostridium,Ruminobacter,Ruminococcaceae,Ruminococcus,SP3-e08,Saccharimonadales,Saccharofermentans,Schwartzia,Sediminispirochaeta,Selenomonas,Senegalimassilia,Sharpea,Shuttleworthia,Slackia,Solobacterium,Sphaerochaeta,Sphingobacterium,Sphingobium,Sphingomonas,Spirosoma,Stenotrophomonas,Stomatobaculum,Streptococcus,Succiniclasticum,Succinimonas,Succinivibrio,Succinivibrionaceae_UCG-002,Suttonella,Syntrophococcus,TM7,TM7a,Tardiphaga,Terriglobus,Terrimicrobium,Thiothrix,Treponema,Trichomitus,Turicibacter,Tuzzerella,Tyzzerella,UC5-1-2E3,UCG-001,UCG-002,UCG-003,UCG-004,UCG-005,UCG-007,UCG-009,UCG-010,UCG-012,Unclassified,V9D2013_group,Veillonella,Vicinamibacteraceae,Victivallaceae,Victivallis,WCHB1-41,WPS-2,Williamsia,Wohlfahrtiimonadaceae,XBB1006,Z20,Zavarzinella,[Anaerorhabdus]_furcosa_group,[Bacteroides]_pectinophilus_group,[Clostridium]_methylpentosum_group,[Eubacterium]_brachy_group,[Eubacterium]_cellulosolvens_group,[Eubacterium]_coprostanoligenes_group,[Eubacterium]_hallii_group,[Eubacterium]_nodatum_group,[Eubacterium]_oxidoreducens_group,[Eubacterium]_ruminantium_group,[Eubacterium]_siraeum_group,[Eubacterium]_ventriosum_group,[Eubacterium]_xylanophilum_group,[Ruminococcus]_gauvreauii_group,[Ruminococcus]_gnavus_group,hoa5-07d05_gut_group,p-251-o5,p-2534-18B5_gut_group,possible_genus_Sk018,probable_genus_10,uncultured,vadinBE97
00498,0.08,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.01,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.11,0.09,1.36,2.56,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.57,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.33,0.0,0.15,0.02,0.07,0.0,0.0,0.5,0.22,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.01,0.01,0.05,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.0,0.25,0.44,0.07,0.0,0.0,0.0,0.0,0.0,0.22,0.04,0.19,0.0,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,2.91,0.29,0.01,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.03,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0,0.05,0.16,0.38,0.66,0.07,0.22,0.0,0.0,0.37,0.0,0.0,0.0,0.01,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,1.46,0.0,0.0,0.0,0.04,0.0,1.07,2.39,0.14,0.02,0.33,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.17,0.0,0.0,0.0,44.63,0.02,0.0,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.65,0.19,0.0,0.0,0.02,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,0.11
00794,0.07,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.01,0.16,0.2,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.03,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06,0.01,0.09,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.39,1.22,0.0,0.03,0.0,0.07,0.0,0.0,0.1,0.63,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.33,1.45,0.14,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.15,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1.63,0.26,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.01,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,18.45,0.02,0.0,0.2,0.36,0.32,0.02,0.21,0.0,0.0,0.49,0.0,0.0,0.0,0.02,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.04,0.0,0.57,1.38,0.05,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.09,0.03,0.0,0.04,0.0,52.4,0.0,0.0,0.37,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.68,0.04,0.0,0.0,0.06,0.0,0.09,0.06,0.0,0.0,0.0,0.01,0.0,0.0,0.0,4.99,0.01
00796,0.03,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.29,0.06,0.66,1.16,0.0,0.03,0.34,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,7.94,0.0,0.4,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.09,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.08,0.06,0.0,0.0,0.0,0.0,1.12,0.01,0.0,0.22,0.0,0.13,0.0,0.0,0.44,0.24,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.18,0.0,0.01,0.0,0.79,0.73,0.01,0.03,0.0,0.0,0.0,0.02,0.03,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2.82,0.22,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.05,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,15.13,0.39,0.01,0.39,0.03,0.33,0.02,0.02,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.01,0.0,0.0,0.0,0.0,7.81,0.0,0.0,0.0,0.04,0.0,0.16,0.68,0.05,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.01,0.0,0.0,0.0,0.0,0.17,0.0,0.02,0.28,0.31,0.0,0.09,0.0,36.88,0.02,0.0,0.09,0.01,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,1.6,0.25,0.03,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.04
00811,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.25,0.0,0.0,0.0,0.0,0.19,0.05,0.94,0.46,0.11,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.02,0.0,0.88,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.01,3.96,0.0,0.45,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.14,0.34,0.0,0.2,0.0,0.05,0.0,0.0,0.14,0.29,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.08,1.72,0.08,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.16,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,2.15,0.28,0.0,0.0,0.0,0.0,0.23,0.06,0.0,0.0,0.0,0.2,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.04,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.77,0.03,0.02,0.01,0.74,0.96,0.04,0.22,0.0,0.0,0.72,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.28,1.46,0.04,0.03,1.42,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.14,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.03,0.0,0.01,0.0,0.0,0.02,0.0,0.07,0.18,0.05,0.01,0.02,0.0,40.86,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.02,0.99,0.22,0.02,0.0,0.33,0.0,0.06,0.02,0.0,0.02,0.0,0.03,0.0,0.0,0.04,7.22,0.0
00812,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.37,0.17,0.23,0.95,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,7.45,0.0,0.16,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.93,0.0,0.0,0.21,0.07,0.02,0.0,0.0,0.89,0.37,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.52,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.01,0.21,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5.36,0.73,0.01,0.0,0.0,0.0,0.83,0.06,0.0,0.0,0.0,0.01,0.0,4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,14.38,0.02,0.03,0.29,0.01,0.57,0.01,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.03,0.0,0.03,0.19,0.14,0.0,0.73,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.2,0.24,0.0,0.0,0.0,43.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.65,0.23,0.0,0.0,0.02,0.0,0.08,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.1,3.79,0.04
00815,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.11,0.07,0.26,0.69,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.01,0.0,0.01,0.0,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.01,3.29,0.0,0.22,0.01,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.08,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.05,0.0,0.0,0.0,0.0,0.48,0.42,0.0,0.28,0.08,0.13,0.0,0.0,0.1,0.66,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.16,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.07,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.0,0.23,0.75,0.03,0.02,0.0,0.0,0.0,0.01,0.03,0.02,0.29,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,2.39,0.2,0.0,0.0,0.0,0.0,0.58,0.13,0.0,0.0,0.0,0.0,0.0,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.28,0.03,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,13.14,0.01,0.02,0.87,1.11,0.43,0.02,0.15,0.0,0.0,0.48,0.0,0.0,0.0,0.03,0.0,0.0,0.18,0.01,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.31,1.14,0.03,0.0,0.49,0.06,0.05,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,0.03,0.0,0.01,0.0,0.0,0.12,0.0,0.0,0.14,0.07,0.0,0.05,0.0,53.05,0.02,0.0,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.58,0.21,0.01,0.0,0.3,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,3.26,0.03
00818,0.15,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.15,0.12,1.09,0.64,0.19,0.0,0.17,0.18,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.01,0.0,0.01,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.58,0.0,0.28,0.04,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.04,0.0,0.01,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.02,0.05,0.0,0.0,0.0,0.0,0.85,0.21,0.0,0.23,0.0,0.41,0.0,0.0,0.16,0.23,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.06,0.18,0.0,0.0,0.66,0.54,0.23,0.0,0.0,0.0,0.0,0.02,0.08,0.05,0.16,0.0,0.0,0.0,0.04,0.06,0.08,0.0,0.0,0.0,0.0,0.0,3.44,0.29,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.01,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.78,0.06,0.0,0.19,0.42,0.29,0.1,0.06,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.23,0.8,0.09,0.0,1.25,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.1,0.0,0.0,0.03,0.0,39.36,0.0,0.0,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.41,0.22,0.0,0.06,0.12,0.0,0.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,3.82,0.12
00819,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.05,0.1,0.33,0.9,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.0,0.0,0.01,0.0,0.14,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,5.47,0.0,0.25,0.01,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.22,0.07,0.01,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.03,0.0,0.11,0.29,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.01,0.71,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,2.65,0.87,0.01,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,5.79,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.01,0.0,0.01,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67,0.0,0.03,0.22,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.03,0.0,0.1,0.82,0.17,0.0,2.12,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.05,0.0,0.01,0.0,0.0,0.23,0.0,0.03,0.29,0.08,0.0,0.05,0.0,53.72,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,2.24,0.1,0.01,0.0,0.06,0.0,0.24,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,3.21,0.01
